Id,CreationDate,Score,Tags,ViewCount,AnswerCount,FavoriteCount
"58736","2019-09-05 14:56:23","1","<machine-learning><predictive-modeling><lightgbm>","159","1","1"
"58737","2019-09-05 15:04:22","1","<machine-learning><python><time-series>","237","1",""
"58745","2019-09-05 16:41:49","0","<decision-trees>","1437","3",""
"58749","2019-09-05 17:40:12","1","<python><deep-learning><keras><reinforcement-learning><q-learning>","55","0",""
"58753","2019-09-05 19:04:19","2","<python><scikit-learn><logistic-regression>","6886","1",""
"58756","2019-09-05 20:19:49","1","<machine-learning><decision-trees><implementation>","35","0",""
"58757","2019-09-05 20:45:29","0","<regression>","80","0",""
"58758","2019-09-05 21:39:38","2","<machine-learning><time-series><forecasting>","96","0",""
"58759","2019-09-05 23:09:37","3","<machine-learning><python><anomaly-detection>","99","3","1"
"58760","2019-09-05 23:23:28","1","<machine-learning><sequence>","26","0",""
"58761","2019-09-05 23:42:04","1","<dataset><open-source><crawling>","51","1",""
"58762","2019-09-06 00:36:05","0","<data><visualization>","1644","2",""
"58764","2019-09-06 04:25:14","1","<optimization><gradient-descent>","593","3",""
"58766","2019-09-06 06:46:11","1","<machine-learning><python><scikit-learn><linear-regression><data-science-model>","77","1",""
"58768","2019-09-06 07:03:09","0","<predictive-modeling><random-forest><machine-learning-model>","500","2",""
"58773","2019-09-06 08:20:47","0","<time-series><prediction>","30","1",""
"58775","2019-09-06 08:29:46","4","<machine-learning><nltk><tfidf>","1840","3",""
"58777","2019-09-06 08:56:23","3","<machine-learning><python><keras><accuracy><matplotlib>","1699","1","1"
"58781","2019-09-06 10:10:15","2","<keras><tensorflow><time-series><cnn><lstm>","2446","1",""
"58784","2019-09-06 11:36:27","2","<machine-learning><classification><feature-selection><random-forest><predictor-importance>","268","1",""
"58785","2019-09-06 12:00:16","1","<deep-learning><cnn><batch-normalization>","642","1",""
"58788","2019-09-06 12:26:39","1","<machine-learning><machine-learning-model><nlp><model-selection>","40","1",""
"58789","2019-09-06 12:28:49","1","<python><pandas><dataframe><jupyter><image>","596","0",""
"58791","2019-09-06 12:42:40","1","<data-cleaning><outlier>","97","2",""
"58792","2019-09-06 13:22:46","0","<scikit-learn><linear-regression><logistic-regression><missing-data>","117","0","1"
"58794","2019-09-06 13:51:02","1","<nlp><transformer>","69","0",""
"58795","2019-09-06 13:56:08","0","<classification>","743","1",""
"58799","2019-09-06 16:45:57","2","<reinforcement-learning>","61","1",""
"58811","2019-09-07 03:39:01","1","<python><c>","54","1",""
"58812","2019-09-07 05:18:50","1","<machine-learning><algorithms><mlp><implementation><convergence>","158","0",""
"58814","2019-09-07 07:24:42","1","<linear-regression><linear-algebra>","877","2",""
"58817","2019-09-07 08:29:12","1","<machine-learning><cross-validation><evaluation>","51","1",""
"58822","2019-09-07 10:30:06","3","<machine-learning><confusion-matrix><mathematics>","1773","3","1"
"58825","2019-09-07 11:10:12","1","<python><scikit-learn>","58","1",""
"58829","2019-09-07 14:00:09","0","<scikit-learn>","47","1",""
"58830","2019-09-07 15:00:38","3","<python><deep-learning><classification><supervised-learning><audio-recognition>","755","2","1"
"58832","2019-09-07 16:10:33","1","<data><reference-request><history>","45","1",""
"58838","2019-09-07 18:21:14","3","<machine-learning><neural-network>","1983","2","0"
"58842","2019-09-07 21:08:05","0","<decision-trees>","309","0",""
"58843","2019-09-07 21:12:10","0","<machine-learning><decision-trees>","252","2",""
"58845","2019-09-07 21:14:44","33","<tensorflow><gpu>","60281","3","6"
"58847","2019-09-07 22:36:39","0","<hinge-loss>","41","1",""
"58861","2019-09-08 15:51:44","1","<python><nlp><named-entity-recognition>","2053","1",""
"58862","2019-09-08 16:28:28","1","<tensorflow>","28","1",""
"58872","2019-09-08 22:36:08","0","<classification>","511","1",""
"58876","2019-09-09 02:51:59","1","<neural-network><cnn><visualization><inception>","142","1",""
"58881","2019-09-09 07:09:40","1","<machine-learning><named-entity-recognition>","129","3",""
"58884","2019-09-09 07:34:52","16","<keras><tensorflow><activation-function>","16350","3","6"
"58890","2019-09-09 09:33:09","3","<python><pandas><dataframe>","14985","2",""
"58891","2019-09-09 09:39:27","1","<machine-learning><python><deep-learning><image-preprocessing>","471","1",""
"58894","2019-09-09 09:58:47","0","<machine-learning><python><machine-learning-model><nlp>","35","2",""
"58901","2019-09-09 12:18:25","1","<machine-learning><cross-validation>","164","1","0"
"58904","2019-09-09 12:55:26","2","<machine-learning><scikit-learn><logistic-regression><preprocessing><normalization>","55","1",""
"58905","2019-09-09 12:56:09","3","<k-nn>","91","2",""
"58907","2019-09-09 13:28:27","1","<neural-network><deep-learning><tensorflow><recommender-system>","802","1",""
"58911","2019-09-09 14:11:12","0","<deep-learning><keras>","948","1",""
"58913","2019-09-09 17:34:42","0","<time-series>","10","1",""
"58914","2019-09-09 17:42:28","1","<nlp>","34","0",""
"58920","2019-09-09 20:01:24","0","<cnn><convolution>","19","1",""
"58927","2019-09-09 21:15:09","0","<neural-network><tensorflow>","536","1",""
"58931","2019-09-09 21:53:42","0","<tfidf>","554","1",""
"58932","2019-09-09 22:13:04","4","<keras><cnn><loss-function>","6536","3",""
"58934","2019-09-09 23:03:44","1","<r><correlation>","1478","1",""
"58936","2019-09-09 23:07:51","1","<linear-regression>","39","0",""
"58938","2019-09-10 01:10:29","1","<powerbi>","81","1",""
"58944","2019-09-10 04:51:39","3","<deep-learning><pytorch><autoencoder>","5092","2",""
"58945","2019-09-10 05:26:28","1","<deep-learning><regression>","41","1",""
"58946","2019-09-10 05:50:45","1","<machine-learning><nlp><svm>","42","0",""
"58947","2019-09-10 06:21:00","0","<pandas>","925","1",""
"58948","2019-09-10 06:30:59","1","<machine-learning><tensorflow><r><logistic-regression>","73","1",""
"58950","2019-09-10 07:26:11","1","<multilabel-classification><information-theory>","31","1","0"
"58958","2019-09-10 08:57:18","0","<machine-learning><image-recognition>","47","1",""
"58960","2019-09-10 08:59:03","0","<python><clustering><pandas><dbscan><pickle>","530","2",""
"58961","2019-09-10 09:13:11","2","<machine-learning><python><scikit-learn><accuracy>","5173","1",""
"58965","2019-09-10 11:03:19","1","<classification><scikit-learn><xgboost><boosting><lightgbm>","514","0",""
"58966","2019-09-10 11:13:40","3","<classification><svm><binary>","2092","2","2"
"58967","2019-09-10 11:43:52","1","<python><matlab><octave>","24","0",""
"58969","2019-09-10 11:51:29","1","<probability><bayesian>","101","0",""
"58980","2019-09-10 15:13:10","1","<feature-scaling>","14","0",""
"58981","2019-09-10 15:14:46","2","<python><keras><convolutional-neural-network>","9751","4","1"
"58984","2019-09-10 16:23:33","1","<classification><churn>","134","1",""
"58988","2019-09-10 17:03:16","1","<machine-learning><svm>","134","0",""
"59001","2019-09-10 20:41:41","2","<machine-learning><keras><tensorflow>","2072","2",""
"59004","2019-09-10 21:00:38","1","<machine-learning><logistic-regression><training><hyperparameter>","40","1",""
"59007","2019-09-10 21:26:44","1","<machine-learning><neural-network><keras><regression>","5180","2","1"
"60010","2019-09-11 04:34:27","0","<random-forest><xgboost><feature-engineering><feature-extraction>","427","1","1"
"60011","2019-09-11 04:45:45","1","<data><orange><orange3>","30","0",""
"60017","2019-09-11 07:00:42","1","<python><keras><time-series><lstm><sequence>","2683","2",""
"60018","2019-09-11 07:23:05","1","<pandas><dataframe><matplotlib><reshape>","179","1",""
"60019","2019-09-11 07:45:09","2","<python><implementation>","3730","1",""
"60020","2019-09-11 07:58:43","2","<machine-learning><deep-learning><predictive-modeling><statistics>","397","4",""
"60029","2019-09-11 10:44:18","-1","<machine-learning><neural-network><deep-learning><statistics><computer-vision>","1566","3",""
"60030","2019-09-11 10:58:38","0","<python><data-cleaning>","69","1",""
"60035","2019-09-11 11:27:13","1","<python><keras><tensorflow><neural>","14707","1","1"
"60037","2019-09-11 11:51:52","3","<deep-learning><classification><keras><convolutional-neural-network>","79","0","1"
"60039","2019-09-11 12:16:40","0","<python><feature-selection><correlation>","89","1","1"
"60044","2019-09-11 13:08:53","0","<machine-learning><linear-regression>","436","1",""
"60047","2019-09-11 14:32:46","1","<python><pandas>","53","1",""
"60048","2019-09-11 14:44:14","0","<time-series><predictive-modeling>","60","2",""
"60051","2019-09-11 15:31:05","3","<education>","52","1",""
"60052","2019-09-11 16:13:03","3","<pandas><correlation><mnist>","322","2",""
"60056","2019-09-11 16:42:32","2","<machine-learning><data-science-model><nlp>","24","0","1"
"60067","2019-09-11 19:36:52","-3","<python><pandas>","72","1",""
"60071","2019-09-11 20:21:04","0","<keras>","730","1",""
"60083","2019-09-11 23:35:23","1","<feature-extraction><categorical-data>","96","0",""
"60092","2019-09-12 03:09:51","1","<machine-learning><neural-network><classification><keras>","67","1",""
"60093","2019-09-12 03:18:18","1","<neural-network><bigdata><pca><dimensionality-reduction>","363","1","1"
"60095","2019-09-12 04:58:59","1","<dataset><bigdata>","56","2","2"
"60097","2019-09-12 05:45:43","0","<python><pandas>","38","2",""
"60104","2019-09-12 07:49:29","-1","<machine-learning><keras><tensorflow><computer-vision>","218","1",""
"60107","2019-09-12 09:49:15","4","<python><scikit-learn><hyperparameter-tuning><grid-search><pipelines>","2198","1","4"
"60108","2019-09-12 10:03:44","1","<svm>","43","1","0"
"60112","2019-09-12 11:05:10","3","<categorical-data><missing-data><encoding>","346","1","1"
"60113","2019-09-12 11:13:22","0","<python><pandas><data-cleaning><dataframe>","932","3",""
"60119","2019-09-12 13:30:23","3","<python><scikit-learn><pandas><numpy>","145","1",""
"60122","2019-09-12 15:15:27","1","<python><deep-learning><keras><class-imbalance><hyperparameter-tuning>","398","0",""
"60124","2019-09-12 16:00:22","1","<algorithms>","25","0",""
"60126","2019-09-12 17:34:38","1","<python><keras><reshape>","3824","2",""
"60127","2019-09-12 17:51:00","2","<tensorflow>","1191","0",""
"60128","2019-09-12 17:51:29","1","<image-classification><computer-vision><image-recognition>","9","0",""
"60129","2019-09-12 18:10:24","1","<machine-learning><recommender-system><transfer-learning>","30","0",""
"60130","2019-09-12 19:16:28","1","<machine-learning><python>","27","0",""
"60133","2019-09-12 22:53:42","1","<python><classification><bigdata><multilabel-classification><jupyter>","330","0",""
"60139","2019-09-13 04:07:16","4","<python><keras><tensorflow><image-classification>","398","2","1"
"60146","2019-09-13 09:28:35","2","<outlier>","1199","3",""
"60157","2019-09-13 11:42:24","1","<python><deep-learning><pytorch>","21","0",""
"60164","2019-09-13 15:17:47","0","<r>","55","0","0"
"60169","2019-09-13 18:34:31","1","<machine-learning><python><keras><cnn><image-classification>","96","1","1"
"60170","2019-09-13 19:02:24","2","<machine-learning><neural-network><keras><regression>","99","1","1"
"60174","2019-09-13 22:46:40","1","<pandas>","76","1",""
"60178","2019-09-14 00:29:17","1","<r>","506","1","1"
"60179","2019-09-14 02:24:03","0","<machine-learning><image-preprocessing>","250","0",""
"60180","2019-09-14 08:32:57","1","<python><data-cleaning>","31","1",""
"60183","2019-09-14 09:52:33","-1","<neural-network><keras>","57","1",""
"60190","2019-09-14 12:25:34","3","<machine-learning><r><feature-selection>","89","0","0"
"60192","2019-09-14 13:21:56","1","<machine-learning><normalization><data-analysis>","860","4",""
"60194","2019-09-14 14:32:17","1","<classification><feature-selection><multiclass-classification><multilabel-classification>","100","2","1"
"60201","2019-09-14 18:00:57","1","<machine-learning><optimization><data-science-model><expectation-maximization><gmm>","63","1",""
"60202","2019-09-14 18:14:22","1","<reinforcement-learning>","95","0",""
"60204","2019-09-14 20:20:36","3","<clustering><unsupervised-learning><image-preprocessing><noise>","108","0",""
"60205","2019-09-14 23:28:38","1","<machine-learning><regularization><mnist>","165","0",""
"60207","2019-09-15 00:15:02","3","<machine-learning><neural-network><keras><optimization>","231","3",""
"60208","2019-09-15 00:32:09","1","<python><classification><xgboost>","556","1",""
"60213","2019-09-15 06:30:08","-1","<deep-learning><image-classification><gpu><consumerweb>","29","1",""
"60214","2019-09-15 07:58:29","0","<python><keras><cnn>","388","3",""
"60219","2019-09-15 10:10:02","1","<clustering><dimensionality-reduction>","21","0",""
"60220","2019-09-15 10:24:06","1","<python><feature-selection><anaconda>","888","1",""
"60222","2019-09-15 10:41:32","3","<machine-learning><python><nlp><word-embeddings><spacy>","1382","1",""
"60225","2019-09-15 12:18:02","2","<machine-learning><nlp><lstm><word-embeddings>","79","0",""
"60226","2019-09-15 12:19:03","5","<time-series><data-mining><correlation><anomaly-detection><forecasting>","82","2","2"
"60228","2019-09-15 12:25:20","1","<machine-learning><python><classification><scikit-learn><multilabel-classification>","41","0",""
"60229","2019-09-15 13:44:42","3","<machine-learning><nlp><google><automl>","149","1","1"
"60230","2019-09-15 14:40:27","1","<machine-learning><python><scikit-learn><hyperparameter-tuning><grid-search>","37","0",""
"60233","2019-09-15 15:18:58","1","<machine-learning><python><named-entity-recognition>","362","0",""
"60236","2019-09-15 15:40:37","2","<machine-learning><neural-network><r><statistics><rstudio>","14","0",""
"60237","2019-09-15 15:43:13","1","<data-mining><visualization><graphs><graphical-model>","56","0",""
"60238","2019-09-15 15:54:31","1","<nlp><data-mining><text-mining>","18","1",""
"60242","2019-09-15 18:07:35","6","<neural-network><deep-learning><cnn>","359","1",""
"60243","2019-09-15 18:51:46","2","<cnn><image-classification><image-recognition><sentiment-analysis>","26","0",""
"60250","2019-09-16 01:20:59","4","<visualization><linux>","659","2",""
"60251","2019-09-16 01:42:20","1","<machine-learning><svm><mathematics>","67","1",""
"60256","2019-09-16 05:42:00","1","<bigdata><pyspark>","79","0",""
"60257","2019-09-16 06:06:11","2","<keras><tensorflow><pytorch><object-detection>","35","0","1"
"60258","2019-09-16 06:52:32","0","<deep-learning><nlp><machine-translation><transformer>","224","1",""
"60260","2019-09-16 08:43:53","1","<linear-regression><loss-function>","548","1","0"
"60261","2019-09-16 08:50:27","4","<nlp><lstm><nlg>","7358","2","2"
"60262","2019-09-16 08:56:51","1","<data-science-model>","345","1",""
"60264","2019-09-16 09:03:19","3","<feature-extraction>","799","1",""
"60266","2019-09-16 09:28:08","2","<nlp>","223","2",""
"60267","2019-09-16 09:38:42","1","<machine-learning><python><data><preprocessing><pyspark>","392","1","1"
"60268","2019-09-16 10:26:18","3","<python><pandas><json>","17534","1","1"
"60272","2019-09-16 11:55:52","1","<python><time-series><lstm><forecasting>","89","0",""
"60273","2019-09-16 12:08:38","1","<machine-learning><time-series>","17","2",""
"60279","2019-09-16 14:16:42","1","<neural-network><reinforcement-learning><cost-function><policy-gradients>","559","1",""
"60281","2019-09-16 14:40:06","1","<machine-learning><tfidf><hashingvectorizer><naive-bayes-algorithim>","662","3",""
"60283","2019-09-16 16:09:32","1","<machine-learning>","22","0",""
"60284","2019-09-16 16:17:24","0","<tensorflow>","967","1",""
"60287","2019-09-16 17:45:47","1","<classification><preprocessing><probability><model-selection><feature-scaling>","1038","1","0"
"60290","2019-09-16 19:44:02","2","<classification><nlp><word-embeddings><sentiment-analysis>","983","2",""
"60295","2019-09-17 00:58:43","1","<deep-learning><cloud-computing>","19","0",""
"60296","2019-09-17 01:38:20","1","<neural-network>","132","2",""
"60298","2019-09-17 05:56:47","3","<machine-learning><neural-network><classification><regression><linear-regression>","2880","2","0"
"60302","2019-09-17 07:55:29","2","<tensorflow><gan><generative-models>","483","1",""
"60303","2019-09-17 08:36:45","1","<reinforcement-learning><q-learning><dqn><monte-carlo><discounted-reward>","145","1",""
"60305","2019-09-17 08:40:44","1","<metric><reference-request><books>","37","1",""
"60306","2019-09-17 09:18:20","1","<machine-learning><r><time-series><data-mining><logistic-regression>","636","3",""
"60309","2019-09-17 09:53:02","1","<python><regression><lstm>","99","1",""
"60313","2019-09-17 10:58:45","0","<deep-learning><keras><r><lstm><rstudio>","149","1",""
"60315","2019-09-17 11:02:26","2","<machine-learning>","126","1",""
"60317","2019-09-17 11:34:19","1","<machine-learning><classification><scikit-learn>","43","1","0"
"60318","2019-09-17 11:42:31","2","<classification><random-forest><machine-learning-model><supervised-learning>","244","2",""
"60323","2019-09-17 13:01:32","0","<scikit-learn><multiclass-classification><accuracy>","662","1",""
"60325","2019-09-17 14:15:54","1","<tensorflow><decision-trees><pytorch><numpy><parallel>","513","1",""
"60326","2019-09-17 14:20:25","0","<machine-learning><neural-network>","80","1",""
"60330","2019-09-17 15:21:09","1","<anomaly-detection><dbscan><data-leakage>","115","2",""
"60336","2019-09-17 16:26:05","0","<logistic-regression>","28","1",""
"60340","2019-09-17 17:18:30","0","<visualization>","41","1","1"
"60342","2019-09-17 17:41:08","3","<python><pandas><numpy>","275","1",""
"60344","2019-09-17 17:53:33","3","<classification><multiclass-classification><confusion-matrix>","2616","2",""
"60347","2019-09-17 18:41:01","1","<audio-recognition>","34","1",""
"60350","2019-09-17 21:48:38","2","<python><neural-network><deep-learning><gradient-descent><numpy>","511","2","1"
"60351","2019-09-17 22:08:01","1","<machine-learning><dataset><feature-extraction><pca><dimensionality-reduction>","405","1",""
"60352","2019-09-17 22:17:09","1","<machine-learning><dataset><linear-regression><gradient-descent><normal-equation>","7153","2",""
"60353","2019-09-17 22:17:20","1","<machine-learning><classification>","136","1",""
"60355","2019-09-17 22:55:11","2","<python><r><data-cleaning><excel><data-wrangling>","204","0","1"
"60358","2019-09-18 01:07:25","1","<pytorch>","72","0",""
"60359","2019-09-18 01:32:26","0","<machine-learning><classification><dataset>","60","3",""
"60360","2019-09-18 01:44:15","1","<r>","44","0",""
"60363","2019-09-18 05:09:46","1","<python><time-series>","295","3",""
"60366","2019-09-18 06:43:33","2","<python><scikit-learn><nlp><tfidf>","475","1",""
"60368","2019-09-18 06:51:02","0","<machine-learning><predictive-modeling><named-entity-recognition><spacy>","492","1",""
"60369","2019-09-18 07:09:36","0","<nlp><information-retrieval><question-answering>","82","1",""
"60370","2019-09-18 08:34:54","1","<neural-network><deep-learning><nlp>","971","2",""
"60376","2019-09-18 09:59:40","2","<machine-learning><python><linear-regression><gradient-descent><implementation>","487","1","1"
"60378","2019-09-18 10:44:11","2","<data><labels>","223","1","1"
"60379","2019-09-18 10:47:25","2","<machine-learning><deep-learning><keras><tensorflow><ai>","586","0","1"
"60380","2019-09-18 10:51:31","1","<nlp>","598","0","1"
"60383","2019-09-18 11:40:19","2","<clustering><preprocessing><categorical-data><feature-scaling><feature-construction>","310","2","1"
"60384","2019-09-18 12:04:41","1","<machine-learning><neural-network><nlp><sentiment-analysis>","76","0",""
"60394","2019-09-18 14:13:58","4","<feature-selection><feature-engineering><feature-extraction>","117","2","2"
"60396","2019-09-18 14:38:14","6","<machine-learning><neural-network><keras><recommender-system>","750","1","3"
"60399","2019-09-18 16:03:51","1","<deep-learning><keras><tensorflow>","1617","1",""
"60401","2019-09-18 16:28:11","1","<keras><convolution><autoencoder>","34","1",""
"60402","2019-09-18 16:32:43","1","<bigdata><visualization>","83","2",""
"60404","2019-09-18 17:19:01","0","<scikit-learn><regression><loss-function>","448","1",""
"60412","2019-09-18 20:35:22","1","<scikit-learn><svm>","558","2","0"
"60413","2019-09-18 21:22:13","1","<python>","109","3",""
"60414","2019-09-17 09:15:31","3","<machine-learning><weka>","124","2",""
"60418","2019-09-18 21:52:06","2","<feature-selection>","537","2",""
"60419","2019-09-18 21:53:03","2","<correlation><classifier><estimators>","35","2",""
"60423","2019-09-18 22:50:52","4","<scikit-learn><decision-trees>","2233","2",""
"60429","2019-09-19 01:08:39","2","<statistics><distribution>","714","0",""
"60432","2019-09-19 03:25:26","0","<machine-learning><linear-regression><matrix>","31","0",""
"60433","2019-09-19 05:38:13","2","<machine-learning><predictive-modeling><feature-engineering>","428","2","0"
"60434","2019-09-19 06:38:00","1","<tensorflow>","3313","0",""
"60437","2019-09-19 08:04:11","1","<scikit-learn><preprocessing><pickle>","147","1",""
"60439","2019-09-19 08:34:33","1","<reinforcement-learning><q-learning><dqn><policy-gradients><dynamic-programming>","337","0",""
"60442","2019-09-19 09:29:48","2","<neural-network><deep-learning><keras><tensorflow>","297","2",""
"60448","2019-09-19 11:29:09","0","<python><class-imbalance>","112","2",""
"60450","2019-09-19 12:33:50","1","<scikit-learn><feature-selection>","52","1",""
"60454","2019-09-19 14:32:43","1","<rstudio>","128","0",""
"60456","2019-09-19 15:12:05","1","<classification><regression><data-science-model><correlation><experiments>","89","1","1"
"60461","2019-09-19 16:15:33","1","<reinforcement-learning><cost-function><policy-gradients>","155","1",""
"60466","2019-09-19 18:11:57","1","<machine-learning><predictive-modeling><xgboost><explainable-ai>","77","2",""
"60468","2019-09-19 20:04:05","7","<word-embeddings><similarity><similar-documents>","4660","2","1"
"60470","2019-09-19 22:26:29","0","<machine-learning><supervised-learning>","28","1",""
"60472","2019-09-20 00:49:40","2","<scikit-learn><feature-selection>","38","1",""
"60475","2019-09-20 06:13:46","0","<machine-learning><neural-network><deep-learning><cnn>","98","2",""
"60477","2019-09-20 07:08:14","1","<machine-learning><linear-regression><pickle>","226","1",""
"60481","2019-09-20 07:48:39","0","<machine-learning><pickle>","12771","1",""
"60483","2019-09-20 08:44:20","1","<machine-learning><feature-selection><training><pca>","1003","3",""
"60484","2019-09-20 08:46:48","1","<machine-learning><linear-regression><score>","2026","1",""
"60487","2019-09-20 09:35:15","1","<python><keras><tensorflow>","107","3",""
"60488","2019-09-20 09:42:37","2","<image-classification><machine-learning-model><loss-function><metric>","166","1",""
"60489","2019-09-20 09:45:43","0","<classification><keras><nlp><lstm><sentiment-analysis>","380","2",""
"60498","2019-09-20 13:08:43","1","<time-series><prediction><forecasting><forecast><arima>","82","1",""
"60500","2019-09-20 14:09:35","3","<class-imbalance>","62","2",""
"60506","2019-09-20 16:14:32","1","<machine-learning><nlp><clustering>","352","1","2"
"60513","2019-09-20 17:35:23","1","<orange><orange3>","38","0",""
"60520","2019-09-20 19:20:41","2","<machine-learning><scikit-learn><multiclass-classification>","366","2","1"
"60522","2019-09-20 21:05:01","1","<machine-learning><image-recognition><image-preprocessing>","41","1",""
"60527","2019-09-20 22:45:12","1","<machine-learning><feature-selection><random-forest><svm>","306","2",""
"60528","2019-09-20 23:13:52","2","<numpy><matplotlib>","23","0",""
"60531","2019-09-21 00:03:13","2","<classification><theory><methodology>","55","1",""
"60533","2019-09-21 00:13:36","1","<data>","181","1",""
"60538","2019-09-21 04:28:36","0","<classification><regression>","74","3",""
"60546","2019-09-21 11:42:38","2","<deep-learning>","588","0","1"
"60547","2019-09-21 12:30:46","1","<python><neural-network><scikit-learn><hyperparameter-tuning>","4435","1",""
"60549","2019-09-21 13:57:54","2","<python><classification><scikit-learn><grid-search>","210","1",""
"60555","2019-09-21 17:34:30","3","<pandas><matplotlib><seaborn>","801","2","2"
"60567","2019-09-22 00:37:54","2","<nlp>","30","1",""
"60569","2019-09-22 00:49:19","3","<tensorflow><lstm><training>","360","2",""
"60571","2019-09-22 02:33:04","1","<random-forest><xgboost>","138","0",""
"60572","2019-09-22 03:29:31","1","<machine-learning><keras><perceptron>","67","1",""
"60574","2019-09-22 07:59:19","0","<machine-learning><kernel><mathematics>","90","1",""
"60576","2019-09-22 08:25:00","1","<machine-learning><algorithms><unsupervised-learning><data-science-model>","39","1",""
"60583","2019-09-22 12:25:15","2","<linear-regression><logistic-regression>","83","1",""
"60588","2019-09-22 14:07:53","0","<python><pandas><dataframe>","2914","1",""
"60589","2019-09-22 14:16:41","0","<feature-engineering><data-science-model>","580","2",""
"60590","2019-09-22 14:34:00","0","<neural-network><keras><tensorflow>","332","2",""
"60592","2019-09-22 16:49:33","1","<deep-learning><convolution><convolutional-neural-network><inceptionresnetv2>","30","2",""
"60593","2019-09-22 16:54:28","0","<machine-learning><dataset><feature-engineering>","137","1","3"
"60595","2019-09-22 17:58:15","1","<neural-network><deep-learning><keras><autoencoder><dimensionality-reduction>","953","1",""
"60597","2019-09-22 18:44:04","1","<python><classification><dataset><machine-learning-model>","76","1",""
"60598","2019-09-22 18:46:34","2","<clustering><unsupervised-learning><supervised-learning><semi-supervised-learning>","606","4",""
"60603","2019-09-22 20:03:14","2","<word-embeddings>","111","1","2"
"60606","2019-09-22 21:26:56","3","<machine-learning><reinforcement-learning>","830","1","1"
"60608","2019-09-22 22:43:10","1","<unsupervised-learning>","38","2",""
"60610","2019-09-23 01:29:44","2","<algorithms><optimization><performance><convergence>","63","1",""
"60611","2019-09-23 01:30:48","1","<python><neural-network><scikit-learn>","779","2","1"
"60613","2019-09-23 01:43:51","1","<python><deep-learning><classification><loss-function>","1753","1","1"
"60617","2019-09-23 03:31:32","3","<machine-learning><terminology>","3387","1","4"
"60620","2019-09-23 07:07:05","1","<loss-function>","473","1",""
"60624","2019-09-23 08:37:32","1","<keras>","152","2",""
"60629","2019-09-23 08:58:16","1","<machine-learning><python><predictive-modeling><churn><data-leakage>","111","1","1"
"60631","2019-09-23 09:17:26","1","<predictive-modeling><decision-trees>","36","2","0"
"60637","2019-09-23 11:16:48","0","<deep-learning><time-series><lstm><normalization><forecasting>","518","3",""
"60638","2019-09-23 11:28:18","1","<random-forest><feature-engineering><machine-learning-model><feature-scaling>","19","0",""
"60640","2019-09-23 11:45:52","1","<machine-learning><neural-network><cnn><pytorch><accuracy>","539","0",""
"60642","2019-09-23 13:17:33","1","<machine-learning><classification><tensorflow><linear-regression><logistic-regression>","112","1",""
"60647","2019-09-23 14:19:19","1","<machine-learning><keras><colab>","3890","1",""
"60657","2019-09-23 17:57:07","2","<python><neural-network><keras>","1391","5",""
"60658","2019-09-23 18:20:14","1","<machine-learning><deep-learning><image-classification><computer-vision><image-recognition>","80","1",""
"60662","2019-09-23 21:51:14","0","<scikit-learn>","1657","2",""
"60663","2019-09-23 22:27:30","1","<machine-learning><python><neural-network><time-series><xgboost>","434","1","0"
"60667","2019-09-23 23:15:38","1","<machine-learning><unsupervised-learning><dbscan><clustering>","84","1",""
"60668","2019-09-24 01:14:57","1","<machine-learning><statistics>","52","1",""
"60669","2019-09-24 01:20:02","1","<performance>","83","1",""
"60671","2019-09-24 03:26:39","1","<r>","589","2","1"
"60674","2019-09-24 06:21:45","1","<classification><nlp><random-forest><word2vec><word-embeddings>","656","2",""
"60678","2019-09-24 08:21:49","2","<time-series><xgboost><arima>","6579","1","1"
"60679","2019-09-24 08:34:17","1","<machine-learning><deep-learning><classification><dataset><predictive-modeling>","2200","1","0"
"60681","2019-09-24 09:19:26","1","<machine-learning><unsupervised-learning><similarity>","45","1",""
"60684","2019-09-24 09:46:35","4","<machine-learning><classification><class-imbalance><smote><smotenc>","4952","1","2"
"60685","2019-09-24 09:50:41","0","<clustering><data-science-model><similarity>","153","1","1"
"60689","2019-09-24 11:18:36","0","<python><nlp><sentiment-analysis>","30","1",""
"60694","2019-09-24 12:33:21","2","<machine-learning><python><scikit-learn><clustering><unsupervised-learning>","316","1",""
"60695","2019-09-24 12:47:00","0","<neural-network><deep-learning><tensorflow><lstm>","71","1","1"
"60703","2019-09-24 16:01:45","1","<preprocessing>","62","1",""
"60706","2019-09-24 17:41:37","2","<machine-learning><python><cnn><image-classification>","373","3",""
"60714","2019-09-24 23:42:52","0","<python><scikit-learn><anomaly-detection><outlier><data-imputation>","8250","2","1"
"60717","2019-09-25 01:07:40","1","<python><scikit-learn><anomaly-detection><outlier>","50","1","1"
"60722","2019-09-25 04:45:24","1","<python><logistic-regression>","65","1",""
"60727","2019-09-25 07:31:38","1","<dataset><nlp><machine-translation><google>","1483","3",""
"60731","2019-09-25 09:02:52","1","<correlation>","150","1",""
"60738","2019-09-25 10:04:47","1","<python><scikit-learn>","750","2",""
"60739","2019-09-25 10:10:45","1","<machine-translation>","18","0",""
"60744","2019-09-25 11:38:24","0","<time-series><xgboost><distribution>","49","1","1"
"60745","2019-09-25 11:49:02","2","<pca>","164","3","1"
"60754","2019-09-25 14:04:44","2","<clustering><k-means>","110","1",""
"60756","2019-09-25 14:50:40","0","<machine-learning><nlp><data-science-model><annotation>","17","1",""
